operator;federal_state;latitude;longitude;power_kw;type;num_plugs
deer GmbH;Baden-Württemberg;48.32789;9.72289;44;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.578534;9.87484;93;Schnellladeeinrichtung;2
SWU Energie GmbH;Baden-Württemberg;48.528983;10.193397;44;Normalladeeinrichtung;2
SWU Energie GmbH;Baden-Württemberg;48.553539;10.082678;44;Normalladeeinrichtung;2
SWU Energie GmbH;Baden-Württemberg;48.179959;10.076977;22;Normalladeeinrichtung;1
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.480387;9.980588;30;Normalladeeinrichtung;2
SWU Energie GmbH;Baden-Württemberg;48.483158;9.985855;22;Normalladeeinrichtung;2
Albwerk GmbH & Co. KG;Baden-Württemberg;48.464484;9.760458;22;Normalladeeinrichtung;2
EnBW ODR AG;Baden-Württemberg;48.498819;10.029118;22;Normalladeeinrichtung;1
Autohaus Burger GmbH & Co. KG;Baden-Württemberg;48.4036614;9.7746765;22;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.408031;9.790154;30;Normalladeeinrichtung;2
Lamm Asch;Baden-Württemberg;48.43932825;9.817808069;22;Normalladeeinrichtung;1
Lamm Asch;Baden-Württemberg;48.4392714;9.817808069;11;Normalladeeinrichtung;1
Lamm Asch;Baden-Württemberg;48.4392714;9.818274919;11;Normalladeeinrichtung;1
Lamm Asch;Baden-Württemberg;48.43975;9.818356;11;Normalladeeinrichtung;1
Lamm Asch;Baden-Württemberg;48.43975;9.818356;11;Normalladeeinrichtung;1
OMS Prüfservice GmbH;Baden-Württemberg;48.427379;9.753937;22;Normalladeeinrichtung;1
OMS Prüfservice GmbH;Baden-Württemberg;48.427379;9.753937;22;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.413496;9.8623;22;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.412767;9.78178;30;Normalladeeinrichtung;1
Tagungszentrum Blaubeuren;Baden-Württemberg;48.432935;9.772928;11;Normalladeeinrichtung;1
Tagungszentrum Blaubeuren;Baden-Württemberg;48.432935;9.772928;11;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.437012;9.820351;22;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.418242;9.748788;22;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.398975;9.805573;22;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.369369;9.808528;22;Normalladeeinrichtung;1
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.416998;9.918955;30;Normalladeeinrichtung;2
Ladestation Pension Engel;Baden-Württemberg;48.4273495;9.863105;22;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.409847;9.940684;22;Normalladeeinrichtung;2
SWU Energie GmbH;Baden-Württemberg;48.303502;9.903994;44;Normalladeeinrichtung;1
Ehrle Consulting GmbH;Baden-Württemberg;48.20418754;10.07299802;22;Normalladeeinrichtung;1
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.211121;10.06954;30;Normalladeeinrichtung;2
Präg Strom;Baden-Württemberg;48.239592;10.060476;22;Normalladeeinrichtung;2
SWU Energie GmbH;Baden-Württemberg;48.211078;10.069746;22;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.31389;9.86102;44;Normalladeeinrichtung;1
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.464622;9.941352;30;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.513406;9.850734;30;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.463346;9.947873;150;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.463346;9.947873;300;Schnellladeeinrichtung;2
Gemeinde Dornstadt;Baden-Württemberg;48.482306;9.911353;20;Normalladeeinrichtung;2
Gemeinde Dornstadt;Baden-Württemberg;48.464632;9.9415914;22;Normalladeeinrichtung;2
Gemeinde Dornstadt;Baden-Württemberg;48.513378;9.8507422;20;Normalladeeinrichtung;2
Lidl;Baden-Württemberg;48.461936;9.948326;75;Schnellladeeinrichtung;3
SWU Energie GmbH;Baden-Württemberg;48.468163;9.94098;22;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.45494;9.911473;30;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.49015;9.861754;30;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.482237;9.911473;30;Normalladeeinrichtung;2
Gemeinde Dornstadt;Baden-Württemberg;48.455093;9.9113609;22;Normalladeeinrichtung;2
Gemeinde Dornstadt;Baden-Württemberg;48.490108;9.8618227;22;Normalladeeinrichtung;2
Kiesling Kühlfahrzeuge Ladestationen;Baden-Württemberg;48.47871;9.90435;22;Normalladeeinrichtung;2
Kiesling Kühlfahrzeuge Ladestationen;Baden-Württemberg;48.47868;9.90435;22;Normalladeeinrichtung;2
Kiesling Kühlfahrzeuge Ladestationen;Baden-Württemberg;48.47869;9.90465;50;Schnellladeeinrichtung;2
Autohaus Vögtle & Waibel;Baden-Württemberg;48.28361219;9.741170485;22;Normalladeeinrichtung;4
Citywatt GmbH;Baden-Württemberg;48.28298585;9.722937942;22;Normalladeeinrichtung;2
Citywatt GmbH;Baden-Württemberg;48.28293944;9.722878933;22;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.309956;9.613892;22;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.283056;9.70439;30;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.283966;9.729368;30;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.282052;9.712327;93;Schnellladeeinrichtung;2
Mundal;Baden-Württemberg;48.28769;9.58437;22;Normalladeeinrichtung;4
Sport Express ARENA;Baden-Württemberg;48.29141;9.71978;22;Normalladeeinrichtung;4
TGS UG;Baden-Württemberg;48.2838257;9.7303316;22;Normalladeeinrichtung;2
Autohaus Ehingen GmbH;Baden-Württemberg;48.282088;9.710444;39.6;Normalladeeinrichtung;2
Autohaus Ehingen GmbH;Baden-Württemberg;48.282088;9.710444;39.65;Normalladeeinrichtung;2
Donau-Iller Bank eG;Baden-Württemberg;48.284112;9.720718;93;Schnellladeeinrichtung;2
EnBW ODR AG;Baden-Württemberg;48.271857;9.730151;50;Normalladeeinrichtung;4
EnBW ODR AG;Baden-Württemberg;48.271857;9.730151;50;Normalladeeinrichtung;4
Berg Brauerei Ulrich Zimmermann GmbH & Co.KG;Baden-Württemberg;48.262532;9.735061;44;Normalladeeinrichtung;2
EnBW ODR AG;Baden-Württemberg;48.216755;9.65799;75;Schnellladeeinrichtung;2
ALDI SÜD;Baden-Württemberg;48.327562;9.895613;44;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.328599;9.881436;30;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.32916;9.89644;150;Schnellladeeinrichtung;2
Katrin Schneiderhan;Baden-Württemberg;48.304437;9.905832;16.7;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.325227;9.893881;44;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.32867;9.888041;44;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.343776;9.813653;44;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.330122;9.853781;44;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.292535;9.854574;44;Normalladeeinrichtung;1
Albwerk GmbH & Co. KG;Baden-Württemberg;48.442398;9.659075;22;Normalladeeinrichtung;2
smopi;Baden-Württemberg;48.449353;9.672201;22;Normalladeeinrichtung;4
Bossard Deutschland GmbH;Baden-Württemberg;48.27424;10.05563;22;Normalladeeinrichtung;2
Golf Club Ulm e.V.;Baden-Württemberg;48.28856294;10.03793381;22;Normalladeeinrichtung;2
Golf Club Ulm e.V.;Baden-Württemberg;48.28856294;10.03793381;22;Normalladeeinrichtung;2
Golf Club Ulm e.V.;Baden-Württemberg;48.28856294;10.03793381;22;Normalladeeinrichtung;2
Golf Club Ulm e.V.;Baden-Württemberg;48.28856294;10.03793381;22;Normalladeeinrichtung;2
Präg Strom;Baden-Württemberg;48.263765;10.058762;50;Schnellladeeinrichtung;2
Präg Strom;Baden-Württemberg;48.263765;10.058762;50;Schnellladeeinrichtung;2
Präg Strom;Baden-Württemberg;48.263765;10.058762;50;Schnellladeeinrichtung;2
Präg Strom;Baden-Württemberg;48.263765;10.058762;44;Normalladeeinrichtung;4
Präg Strom;Baden-Württemberg;48.263765;10.058762;300;Schnellladeeinrichtung;2
Präg Strom;Baden-Württemberg;48.263765;10.058762;50;Schnellladeeinrichtung;2
Albwerk GmbH & Co. KG;Baden-Württemberg;48.48938;9.68649;22;Normalladeeinrichtung;2
Häberle Feinmechanik CNC-Technik GmbH;Baden-Württemberg;48.493246;9.710927;100;Schnellladeeinrichtung;1
Jllig Automobile GmbH & Co. KG;Baden-Württemberg;48.492924;9.702628;22;Normalladeeinrichtung;2
Jllig Automobile Gmbh & Co. KG;Baden-Württemberg;48.491969;9.697276;39.6;Normalladeeinrichtung;2
autohaus Langenau GmbH;Baden-Württemberg;48.493378;10.108723;39.6;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.500374;10.117366;30;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.500057;10.123939;30;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.49975;10.13395;150;Schnellladeeinrichtung;2
EnBW ODR AG;Baden-Württemberg;48.49896572;10.12097776;44;Normalladeeinrichtung;4
LAN1 Hotspots GmbH;Baden-Württemberg;48.500943;10.082036;33;Normalladeeinrichtung;3
LAN1 Hotspots GmbH;Baden-Württemberg;48.500943;10.082036;33;Normalladeeinrichtung;3
Physiotherapie im Stadtgarten;Baden-Württemberg;48.5010993;10.1221682;11;Normalladeeinrichtung;2
Shell Deutschland GmbH;Baden-Württemberg;48.49339;10.10783;300;Schnellladeeinrichtung;2
Solarcollect;Baden-Württemberg;48.505686;10.138781;11;Normalladeeinrichtung;2
SWU Energie GmbH;Baden-Württemberg;48.50509;10.128139;44;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.500211;10.121083;44;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.493191;10.113215;44;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.497369;10.121542;44;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.48473;10.061164;44;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.474798;10.085579;44;Normalladeeinrichtung;1
SWU Energie GmbH;Baden-Württemberg;48.48524;10.028291;44;Normalladeeinrichtung;1
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.456817;10.029649;300;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.456817;10.029649;300;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.456817;10.029649;172;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Baden-Württemberg;48.456817;10.029649;172;Schnellladeeinrichtung;2
Landgasthof Krone;Baden-Württemberg;48.25579;9.58103;22;Normalladeeinrichtung;2
SWU Energie GmbH;Baden-Württemberg;48.253882;9.583864;44;Normalladeeinrichtung;2
Albwerk GmbH & Co. KG;Baden-Württemberg;48.534719;9.9245;22;Normalladeeinrichtung;2
Shisha Cloud GmbH;Baden-Württemberg;48.518901;9.903521;22;Normalladeeinrichtung;2
SWU Energie GmbH;Baden-Württemberg;48.54366;9.9166;44;Normalladeeinrichtung;1
Citywatt GmbH;Baden-Württemberg;48.49152886;9.750237465;22;Normalladeeinrichtung;2
Citywatt GmbH;Baden-Württemberg;48.49143287;9.749749303;22;Normalladeeinrichtung;2
Aral Pulse;Baden-Württemberg;48.51626;9.759398;300;Schnellladeeinrichtung;2
Aral Pulse;Baden-Württemberg;48.51626;9.759398;300;Schnellladeeinrichtung;2
EWE Go GmbH;Baden-Württemberg;48.514611;9.758305;300;Schnellladeeinrichtung;2
HUMMEL Systemhaus GmbH & Co. KG;Baden-Württemberg;48.51649866;9.758775424;22;Normalladeeinrichtung;2
smopi;Baden-Württemberg;48.51507136;9.758770789;88;Normalladeeinrichtung;4
smopi;Baden-Württemberg;48.51507136;9.758770789;88;Normalladeeinrichtung;4
smopi;Baden-Württemberg;48.51507136;9.758770789;44;Normalladeeinrichtung;2
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52077;9.73999;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52041;9.74128;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52063;9.73984;11;Normalladeeinrichtung;1
Zweckverband Region Schwäbische Alb;Baden-Württemberg;48.52063;9.73984;11;Normalladeeinrichtung;1
